name
Arduino UNO
Arduino Leonardo
Arduino Mini
Arduino Micro
Arduino Mega
Arduino Zero
Arduino Due
Arduino Y&uacute;n
Arduino M0
Arduino MKRZero
Arduino MKR1000
ESP8266
ESP32
Teensy
Intel Galileo
Intel Edison
MSP430
RedBearLab BLE Nano
RedBearLab BLE Mini
WeMos D1
Atmel Studio
Energia
IAR Embedded Workbench
PlatformIO
Visual Micro
